Geneid	Length	pm_1_cyto	pm_2_cyto	pm_3_cyto	pp_1	pp_1_cyto	pp_2	pp_2_cyto	pp_3	pp_3_cyto
ENSG00000242097	2265	0	0	0	0	0	0	0	0	0
AADACP1	2031	0	0	0	1	0	0	0	0	2
ENSG00000250271	523	0	0	0	0	0	1	0	0	0
AADAC	1632	0	0	0	0	0	0	0	0	0
SUCNR1	4181	0	0	0	0	0	0	0	0	0
ENSG00000239941	554	0	0	0	1	0	0	0	1	0
ENSG00000289315	898	0	0	0	0	0	0	0	0	0
MBNL1	9989	296	265	126	148	303	185	173	143	158
MBNL1-AS1	8238	4	0	5	1	3	1	4	1	1
TMEM14EP	1296	0	0	1	0	1	0	0	0	0
ENSG00000243305	474	0	0	0	0	0	0	0	0	0
ENSG00000244545	487	0	0	0	0	0	0	0	0	0
ENSG00000287706	1680	0	0	0	2	1	0	0	0	0
ATP5MGP5	299	0	0	0	0	0	1	0	0	0
P2RY1	6309	39	29	27	13	72	8	32	11	19
HMGN2P13	274	0	0	0	0	0	0	0	0	0
ENSG00000241671	567	0	0	0	0	0	0	0	0	0
ENSG00000288787	1154	0	1	3	0	2	1	0	1	0
ENSG00000244268	323	1	0	1	1	0	1	0	0	3
RAP2B	8402	70	61	38	45	58	72	34	40	35
RN7SL300P	318	0	0	0	0	0	0	0	0	0
ENSG00000241220	634	0	0	0	0	0	0	0	0	0
ENSG00000241912	382	1	0	1	0	0	0	3	0	0
LINC02006	2816	2	0	0	0	0	0	0	1	0
LINC02877	1283	0	0	0	0	0	0	0	0	0
RNU6-901P	106	0	0	0	0	0	0	0	0	0
ENSG00000243486	703	0	0	0	0	0	0	0	0	0
RPL21P42	464	0	0	0	0	0	0	0	0	0
ARHGEF26-AS1	10263	8	7	7	5	9	3	8	7	4
ARHGEF26	5459	67	50	42	13	111	16	37	12	35
DHX36	10552	225	152	151	94	553	146	229	104	149
ENSG00000271922	104	0	0	0	0	0	0	0	0	0
ENSG00000279305	2239	0	0	0	0	0	0	0	0	0
GPR149	5527	1	0	1	3	1	0	0	1	0
DDX50P2	2193	0	2	3	3	0	4	1	3	3
ENSG00000243861	279	0	0	0	0	0	0	0	0	0
SYPL1P1	768	0	0	0	0	0	0	0	0	0
DYNLL1P5	270	0	0	0	0	0	0	0	0	0
RPL9P15	532	0	0	0	0	0	0	0	0	0
ENSG00000243969	351	0	0	0	0	0	0	0	0	0
ENSG00000243953	521	0	0	0	0	0	0	0	0	0
MME	9863	25	16	9	3	22	16	8	2	12
MME-AS1	828	0	0	0	0	0	0	0	0	0
LINC01487	1596	0	0	0	0	0	0	0	0	0
STRIT1	783	0	0	0	0	0	0	0	0	0
ENSG00000242790	444	0	0	0	0	0	0	0	0	0
PABPC1P10	381	0	0	0	3	0	0	0	1	0
PLCH1	7177	102	70	52	20	50	8	76	9	52
ENSG00000248772	108	0	0	0	0	0	0	0	0	0
ENSG00000243518	840	0	0	0	0	0	0	0	0	0
ENSG00000242152	947	0	0	0	0	0	0	0	0	0
RN7SL715P	286	0	0	2	0	0	0	0	0	0
PLCH1-AS1	1308	0	0	0	0	2	0	0	0	0
PLCH1-AS2	408	0	0	0	0	0	0	0	0	0
RPL6P7	853	0	0	0	0	0	0	0	0	0
ENSG00000214919	1585	1	1	0	0	2	0	1	2	0
ENSG00000241307	601	0	0	0	0	0	0	0	0	0
C3orf33	2061	14	17	7	7	10	28	7	16	1
ENSG00000284952	3746	2	0	0	0	0	0	0	0	0
SLC33A1	10040	13	11	8	7	29	17	16	13	16
ENSG00000286585	1500	9	3	5	11	11	31	5	15	2
GMPS	8765	352	366	281	105	528	134	295	112	226
ENSG00000288032	979	3	2	2	1	1	0	1	1	2
SETP14	873	13	3	1	2	11	7	3	3	6
VN2R1P	1743	0	0	1	0	0	0	0	0	0
KCNAB1	6822	3	2	6	4	18	0	6	1	0
ALG1L15P	794	0	0	0	0	0	2	0	0	0
MRE11P1	2127	0	0	0	0	1	0	1	0	0
ENSG00000287916	1202	1	3	1	0	2	0	0	0	1
ENSG00000227709	1060	0	0	0	0	0	0	0	0	0
KCNAB1-AS2	538	0	0	0	0	0	0	0	0	2
KCNAB1-AS1	456	0	0	0	0	0	0	0	0	0
ENSG00000272990	508	4	7	3	0	4	0	3	0	2
SSR3	5179	644	759	251	250	469	425	294	287	186
TIPARP-AS1	1325	7	11	10	17	4	21	7	11	12
TIPARP	4800	53	44	34	109	118	144	51	115	39
METTL15P1	1045	1	0	0	0	1	0	1	0	0
LINC00886	3961	0	2	5	2	6	3	4	0	3
PA2G4P4	1182	11	18	12	3	7	7	12	13	2
LEKR1	5581	0	1	2	4	1	6	1	3	1
KLF3P2	268	0	0	0	0	0	0	0	0	0
ENSG00000239706	596	0	0	0	0	0	0	0	0	0
RN7SKP177	355	0	0	0	0	0	0	0	0	0
LINC00880	2208	0	0	0	0	0	0	0	0	0
LINC02029	2653	0	1	0	0	0	0	1	0	0
ENSG00000289409	272	1	0	0	0	0	0	1	0	0
LINC00881	4735	0	2	0	0	0	0	0	0	0
CCNL1	8729	351	377	225	134	442	164	285	160	244
KRT18P34	1270	0	0	0	0	1	0	0	1	0
ENSG00000241770	320	0	0	0	0	0	0	0	0	0
RNA5SP146	123	0	0	0	0	0	0	0	0	0
ENSG00000243176	9051	22	20	9	16	11	14	5	16	16
ENSG00000270981	889	0	0	0	0	0	0	0	0	0
ENSG00000286361	431	0	0	0	0	0	0	0	0	0
VEPH1	6543	0	1	2	3	4	4	1	1	0
PTX3	1884	8	14	5	2	8	7	9	8	6
SLC66A1L	3342	1	1	0	5	1	6	1	5	0
ENSG00000286892	2547	0	0	0	0	0	0	0	0	0
ENSG00000242536	1805	0	0	0	0	0	0	0	0	0
RN7SKP46	234	0	0	0	0	0	0	0	0	0
ENSG00000239716	466	0	0	0	0	0	0	0	0	0
SHOX2	5011	63	57	29	245	61	269	52	221	42
RSRC1	17897	1602	1471	1145	1082	309	666	1518	898	1111
ENSG00000241723	613	0	0	0	1	1	0	0	0	0
ENSG00000277143	348	0	0	0	0	0	0	0	0	0
ENSG00000243314	374	0	0	0	0	0	0	0	0	0
ENSG00000243150	2188	0	0	0	0	0	0	0	0	0
MLF1	3735	255	259	181	559	411	476	256	530	191
MTAPP1	819	0	0	0	0	1	0	0	0	0
ENSG00000243165	194	0	0	0	0	0	0	0	0	0
GFM1	11789	69	67	34	28	129	35	50	29	37
LXN	1459	12	20	7	25	41	34	23	29	7
ENSG00000272087	649	0	0	0	0	0	0	0	0	0
RARRES1	2029	4	3	1	5	1	0	2	1	3
MFSD1	5227	25	16	23	20	40	26	18	17	23
ENSG00000240207	6252	3	1	0	1	5	0	1	0	1
RPL35AP9	323	0	0	0	0	0	0	0	0	0
ENSG00000271778	578	0	0	0	0	0	0	0	0	0
ENSG00000272247	679	11	14	7	2	4	5	5	4	7
GPR79	868	0	0	0	0	0	0	0	0	0
ENSG00000279311	1924	0	0	0	0	0	0	0	0	0
IQCJ-SCHIP1	4712	3	1	1	5	2	2	8	1	3
IQCJ	2932	0	0	0	0	0	0	0	0	0
MIR3919	89	0	0	0	0	0	0	0	0	0
ENSG00000244249	685	0	0	0	0	0	0	0	0	0
ENSG00000286913	1382	3	0	0	2	0	2	3	1	0
ENSG00000243116	878	0	0	0	0	0	0	0	0	0
IQCJ-SCHIP1-AS1	592	3	0	0	0	0	0	1	2	0
RNU2-31P	155	0	0	0	0	0	0	0	0	0
SCHIP1	7645	2	7	3	14	4	13	7	22	6
IL12A-AS1	11658	0	0	0	0	0	0	0	1	0
IL12A	1955	6	3	5	11	13	9	9	21	8
LINC01100	740	0	0	0	0	0	0	0	0	0
BRD7P2	1944	1	1	5	6	8	6	3	6	1
C3orf80	2792	0	1	0	0	3	1	1	1	1
ENSG00000248710	3360	13	22	3	0	10	5	1	1	1
IFT80	7080	32	23	36	23	72	26	41	12	25
RPL35AP10	331	0	0	0	0	0	0	0	0	0
SMC4	8164	637	624	399	139	926	115	506	113	363
MIR15B	98	0	0	0	0	0	0	0	0	0
MIR16-2	81	1	1	0	0	0	0	0	0	0
TRIM59	7822	62	58	43	30	101	30	52	16	43
B3GAT3P1	806	0	0	0	0	1	0	0	0	0
RNU7-136P	69	0	0	0	0	0	0	0	0	0
KPNA4	13643	118	127	109	118	290	147	95	76	98
SCARNA7	330	0	0	0	0	0	0	0	0	0
KRT8P12	2047	23	20	12	22	25	25	17	24	22
RPL6P8	843	0	0	0	0	0	0	0	0	0
ARL14	1289	1	2	1	0	2	0	0	3	0
PPM1L-DT	1715	13	11	3	4	11	6	8	4	4
PPM1L	12442	39	46	37	28	77	12	55	21	23
B3GALNT1	7816	0	0	0	0	0	0	0	0	0
NMD3	4869	183	158	116	51	228	60	166	45	105
ENSG00000271052	237	1	0	0	0	0	0	0	0	0
EEF1GP4	1307	0	0	0	0	0	0	0	0	0
PSMC1P7	1315	0	0	0	0	0	0	0	0	0
SPTSSB	3739	0	1	0	0	2	0	0	3	0
LINC02067	2845	1	1	1	1	1	4	0	0	0
ENSG00000269888	248	5	5	2	5	19	22	7	10	3
RPL23AP42	471	20	25	18	64	133	126	50	90	25
OTOL1	1434	0	0	0	0	0	0	0	0	0
ENSG00000288087	1073	0	0	0	0	0	0	0	0	0
ENSG00000240354	483	0	0	0	0	0	0	0	0	0
TOMM22P6	409	0	0	0	0	0	0	0	0	0
ENSG00000243044	166	0	0	0	0	0	0	0	0	0
ENSG00000241168	1834	0	0	0	0	0	0	0	0	0
LINC01192	10264	0	0	0	0	0	0	0	0	0
RPS6P4	758	0	0	0	0	0	0	0	0	0
ENSG00000240792	1049	0	0	0	0	0	0	0	0	0
RNU7-82P	62	0	0	0	0	0	0	0	0	0
ENSG00000214210	860	0	0	0	0	0	0	0	0	0
MIR1263	86	0	0	0	0	0	0	0	0	0
LINC01323	576	0	0	0	0	0	0	0	0	0
LINC01324	844	0	0	0	0	0	0	0	0	0
SI	6139	0	0	0	0	0	0	0	0	0
LINC02023	1948	0	0	0	0	0	0	0	0	0
SLITRK3	5274	2	3	5	4	11	6	5	4	5
LINC01322	16105	0	1	1	2	0	0	0	1	0
BCHE	3072	1	1	0	2	5	8	1	4	0
MTND4P17	350	0	0	0	0	0	0	0	0	0
MTND4LP10	291	0	0	0	0	0	0	0	0	0
MTND3P7	343	0	0	0	0	0	0	0	0	0
MTCO3P38	766	0	0	0	0	0	0	0	0	0
MCUR1P2	508	0	0	0	0	0	0	0	0	0
ENSG00000244429	598	0	0	0	0	0	0	0	0	0
LINC01326	755	0	0	0	0	0	0	0	0	0
ENSG00000274149	268	0	0	0	0	0	0	0	0	0
RN7SKP298	94	0	0	0	0	0	0	0	0	0
PSAT1P4	526	0	0	0	0	0	0	0	0	0
ENSG00000240458	153	0	0	0	0	0	0	0	0	0
CBX1P5	559	0	0	0	0	0	1	0	0	0
ENSG00000240033	789	0	0	0	0	0	0	0	0	0
ENSG00000239227	167	0	0	0	0	0	0	0	0	1
PPIAP74	490	0	0	0	0	0	0	0	0	0
ZBBX	4565	7	8	5	6	6	3	5	4	2
LINC01327	535	0	0	0	0	0	0	0	0	0
SERPINI2	2835	0	0	0	0	0	0	0	0	0
WDR49	3891	1	2	0	3	1	0	0	2	0
PDCD10	3275	169	144	102	424	189	348	207	365	152
HMGN1P8	288	1	2	2	0	2	0	5	0	2
SERPINI1	2128	14	22	10	12	27	15	14	7	16
ENSG00000287319	1359	0	0	0	0	0	0	0	0	0
LRRC77P	7708	0	0	0	0	0	0	0	0	0
ENSG00000244706	1445	0	0	0	0	0	0	0	0	0
MEMO1P3	302	0	0	0	0	0	0	0	0	0
ENSG00000242036	306	0	0	0	0	0	0	0	0	0
HMGN2P26	339	0	0	0	0	0	0	0	0	0
GOLIM4	4584	273	285	171	184	265	136	227	168	171
ENSG00000286994	1039	1	4	3	0	8	0	4	0	0
EGFEM1P	4658	7	18	14	2	15	7	9	4	12
ENSG00000241882	545	0	0	0	0	0	0	0	0	0
RNU2-20P	191	0	0	0	0	0	0	0	0	0
MIR551B	96	0	0	0	0	0	0	0	0	0
RPSAP33	865	0	0	0	0	0	0	0	0	0
RPL21P43	472	0	0	0	0	0	0	0	0	0
LINC02082	2750	2	1	1	0	0	0	1	0	0
ENSG00000272797	445	0	0	0	0	0	0	0	0	0
ENSG00000273177	430	0	0	0	0	0	0	0	0	0
LINC01997	1059	0	0	0	0	0	0	0	0	0
MECOM	9260	57	48	40	61	52	57	39	35	40
MECOM-AS1	535	0	0	0	0	0	0	0	0	0
RPL22P1	410	26	44	22	71	9	68	33	49	19
ENSG00000242795	513	0	0	0	0	0	0	0	0	0
SDHDP3	471	0	0	0	0	0	0	0	0	0
RNU6-637P	107	0	0	0	0	0	0	0	0	0
TERC	541	1	6	0	0	1	4	0	2	1
Telomerase-vert	438	0	0	0	0	0	0	0	0	0
ACTRT3	1671	0	6	2	8	10	11	9	18	6
ENSG00000269889	843	2	0	1	2	5	8	2	5	2
MYNN	5165	101	107	40	39	81	56	59	51	51
ENSG00000269984	3143	5	1	4	0	1	0	3	1	0
LRRC34	5276	28	29	18	15	41	35	25	20	17
ENSG00000270135	472	0	0	0	0	0	0	0	0	0
ENSG00000270096	1252	0	0	0	0	0	0	0	0	0
LRRIQ4	3213	0	0	1	0	2	1	0	0	0
LRRC31	3125	0	0	0	0	0	0	0	0	0
KRT18P43	1281	0	0	0	0	0	0	0	0	0
SAMD7	2512	0	0	0	0	0	0	0	0	0
ENSG00000244039	1232	0	0	0	0	0	0	0	0	0
ENSG00000239219	7977	5	0	2	2	2	1	0	1	0
ENSG00000244193	768	0	0	0	0	0	0	0	0	0
SEC62	7928	1463	1473	1107	864	458	613	1503	641	856
SEC62-AS1	346	1	1	0	0	1	0	0	0	0
GPR160	4381	9	16	19	27	34	38	11	32	5
RNU4-38P	129	0	0	0	0	0	0	0	0	0
KMT5AP3	708	0	0	0	0	0	0	0	0	0
PHC3	16919	247	227	134	69	359	87	161	59	121
RNU6-315P	107	0	0	0	0	0	0	0	0	0
PRKCI	5778	122	101	83	102	243	89	100	110	84
ENSG00000239628	469	1	0	0	0	0	0	0	0	0
SKIL	7782	85	106	57	71	129	70	84	57	64
ENSG00000242578	664	0	0	0	0	0	0	0	0	0
CLDN11	4321	0	0	0	0	0	0	0	0	0
ENSG00000285218	1545	0	0	0	0	0	0	0	0	0
MIR6828	60	0	0	0	0	0	0	0	0	0
SLC7A14-AS1	11251	0	0	0	1	0	0	0	0	0
SLC7A14	10496	0	0	0	0	0	0	0	0	0
KRT8P13	1010	0	0	0	0	0	0	0	0	0
ENSG00000213174	414	0	0	0	0	0	0	0	0	0
ENSG00000244738	3097	0	0	0	0	0	0	0	0	0
ENSG00000286695	1783	0	0	0	0	0	0	0	0	0
ENSG00000289233	1125	0	0	0	0	0	0	0	0	0
ENSG00000239739	263	0	0	0	0	0	0	0	0	0
RPL22L1	2051	354	441	101	709	321	1575	181	917	132
EIF5A2	5541	61	48	23	61	45	78	40	66	31
ENSG00000286856	453	0	2	0	0	0	0	0	0	0
KLF7P1	1048	0	0	0	0	0	0	0	0	0
RNU1-70P	164	0	0	0	0	0	0	0	0	0
SLC2A2	3411	0	0	0	0	0	0	0	0	0
TNIK	11448	114	93	73	49	198	93	87	50	56
MIR569	96	0	0	0	0	0	0	0	0	0
ENSG00000240497	1387	2	0	0	3	3	8	2	8	1
ENSG00000279673	1645	7	9	3	6	10	0	3	8	4
RNU6-348P	107	0	0	0	0	0	0	0	0	0
ENSG00000234594	193	0	0	0	0	0	0	0	0	0
PLD1	9954	77	76	42	9	65	19	33	18	34
TMEM212-AS1	868	0	0	0	0	0	0	0	0	0
TMEM212	2719	0	0	0	0	0	0	0	0	0
TMEM212-IT1	470	0	0	0	0	0	0	0	0	0
ENSG00000287899	4878	0	0	0	0	0	0	0	0	0
FNDC3B	13324	28	29	18	54	70	54	36	53	41
RPS27AP8	445	0	0	0	0	0	0	0	0	0
RN7SL141P	266	0	0	0	0	0	0	0	0	0
ENSG00000279862	1399	1	3	0	0	1	2	0	0	0
BZW1P1	1240	1	0	0	0	1	0	0	1	0
GHSR	3088	0	0	0	0	0	0	0	0	0
TNFSF10	3441	0	0	0	15	1	30	0	8	2
ENSG00000224611	217	0	0	0	0	0	0	0	0	0
LINC02068	3667	0	0	0	0	0	0	0	0	0
SLC31A1P1	567	0	0	0	0	0	0	0	1	0
NCEH1	4808	8	15	10	24	35	22	13	26	9
ENSG00000231384	511	0	0	0	0	0	0	0	0	0
RNU6-547P	102	0	0	0	0	0	0	0	0	0
ENSG00000287012	1356	0	0	0	0	1	1	1	0	0
ECT2	5499	211	238	130	84	236	73	156	62	98
RNU4-4P	130	0	0	0	0	0	0	0	0	0
ATP5MC1P4	441	3	0	2	0	0	1	1	0	0
ENSG00000237501	249	1	0	0	0	0	0	0	0	0
SPATA16	2129	0	1	0	0	0	0	0	1	0
ENSG00000237473	1222	0	0	0	0	0	0	0	0	0
NLGN1	10148	23	21	15	4	33	7	17	6	8
ENSG00000237645	481	0	0	0	0	0	0	0	0	0
ENSG00000289417	1308	0	0	0	0	0	0	0	0	0
NLGN1-AS1	815	0	0	0	0	1	0	0	0	0
RN7SKP234	224	0	0	0	0	0	0	0	0	0
ANAPC15P2	344	0	0	0	0	0	0	0	0	0
ENSG00000213169	762	8	17	3	1	2	3	18	6	6
NAALADL2	13546	2	0	2	2	3	0	3	3	1
RN7SKP40	242	0	0	0	0	0	0	0	0	0
EEF1B2P8	671	0	0	0	0	0	0	0	0	0
NAALADL2-AS3	422	0	0	0	0	0	0	0	0	0
NAALADL2-AS2	1038	0	0	0	0	0	0	0	0	0
MIR4789	82	0	0	0	0	0	0	0	0	0
RNU6-1233P	102	0	0	0	0	0	0	0	0	0
ENSG00000288104	2196	0	0	0	0	0	0	0	0	0
RNU4-91P	135	0	0	0	0	0	0	0	0	0
ENSG00000236241	1715	0	0	0	0	0	0	0	0	0
UBE2V1P2	440	14	6	11	15	4	5	14	14	10
RNU6-1317P	104	0	0	0	0	0	0	0	0	0
NAALADL2-AS1	804	0	0	0	0	0	0	0	0	0
ENSG00000260217	2109	0	0	0	0	0	0	0	0	0
ACTG1P23	1074	0	0	0	0	0	0	0	0	0
EI24P1	867	0	0	0	0	0	0	0	0	0
ENSG00000271413	146	0	0	0	0	0	0	0	0	0
ENSG00000238026	836	0	0	0	0	0	0	0	0	0
ENSG00000288895	2151	0	0	0	0	0	0	0	0	0
LINC01208	5609	0	1	1	1	0	0	1	1	0
MIR7977	49	0	0	0	0	0	0	0	0	0
RNA5SP147	109	0	0	0	0	0	0	0	0	0
LINC01209	2400	0	0	0	0	0	0	0	0	0
MTND5P15	349	0	0	0	0	0	0	0	0	0
TBL1XR1	11689	191	171	140	59	294	63	126	59	103
TBL1XR1-AS1	855	0	0	1	0	0	0	1	0	1
RNU6-681P	104	0	0	0	0	0	0	0	0	0
LINC00501	2046	0	0	0	0	0	0	0	0	0
ASS1P7	1226	0	0	0	0	0	0	0	0	0
ENSG00000226782	522	0	0	1	0	0	0	0	0	2
LINC00578	6313	0	0	0	0	0	0	0	0	0
RN7SKP52	250	0	0	0	0	0	0	0	0	0
ENSG00000236385	723	0	0	0	0	0	0	0	0	0
ENSG00000200288	128	0	0	0	0	0	0	0	0	0
ENSG00000228561	587	0	0	0	0	0	0	0	0	0
ENSG00000277241	727	0	0	0	0	0	0	0	0	0
LINC02015	3254	0	0	0	0	0	0	0	0	0
ENSG00000225790	5278	0	0	0	0	0	0	0	0	0
ENSG00000270321	2338	0	0	0	0	0	0	0	0	0
RNU6-1120P	108	0	0	0	0	0	0	0	0	0
ENSG00000286003	1854	0	0	0	0	0	0	0	0	0
ENSG00000223930	11298	0	0	0	0	1	1	0	0	0
KCNMB2	3542	0	0	0	0	0	0	0	0	0
ENSG00000275163	1391	0	0	0	0	0	0	0	0	0
LINC01014	578	1	0	0	12	1	7	1	1	0
RNA5SP148	94	0	0	0	0	0	0	0	0	0
PPIAP75	484	0	0	0	0	0	0	0	0	0
KCNMB2-AS1	4745	20	13	7	22	4	7	12	15	6
ZMAT3	11298	50	52	32	38	105	53	44	19	25
ENSG00000229102	351	0	0	0	0	0	0	0	1	0
PIK3CA	17189	20	8	12	44	64	44	19	42	9
ENSG00000201957	128	0	0	0	0	1	0	0	0	0
KCNMB3	8964	4	1	1	3	12	3	3	0	3
LRRFIP1P1	2246	15	21	10	20	18	16	9	18	9
ZNF639	6819	56	56	36	89	150	117	72	79	45
ENSG00000260743	1566	0	0	1	1	4	1	0	0	1
MFN1	5945	70	63	51	23	103	32	44	24	42
ENSG00000289574	1580	5	4	3	2	13	0	4	0	4
GNB4	7975	97	108	95	70	262	63	114	45	84
ENSG00000242539	1941	0	0	0	0	0	0	0	0	0
ENSG00000272699	497	0	0	0	0	0	0	0	0	0
ENSG00000239255	25	0	0	0	0	0	0	0	0	0
MTHFD2P7	983	0	0	0	0	0	0	0	0	1
ACTL6A	3668	151	150	133	130	306	140	133	114	95
ENSG00000272910	501	0	0	0	0	0	0	0	0	0
ENSG00000272660	140	0	0	0	0	1	1	1	1	0
MRPL47	1365	546	593	231	836	342	874	320	749	236
NDUFB5	5871	109	91	87	125	238	238	118	162	69
ENSG00000288698	3193	8	5	6	0	3	0	2	2	2
ENSG00000239096	104	0	0	0	0	0	0	0	0	0
H3P13	707	0	0	0	0	0	1	0	0	0
USP13	15296	21	33	27	25	100	25	35	21	24
PEX5L	10236	1	1	0	1	1	1	3	0	4
PEX5L-AS1	827	0	0	0	0	0	1	0	0	0
PEX5L-AS2	660	0	2	0	0	0	1	0	0	0
ENSG00000287645	2506	6	4	4	4	0	4	1	5	0
RNA5SP149	92	0	1	0	0	0	0	1	0	0
ENSG00000282327	54	0	0	0	0	0	0	0	0	0
GAPDHP36	918	0	0	0	0	0	0	0	0	0
RALBP1P1	1953	0	0	0	0	0	0	0	0	0
LINC02053	3504	0	0	0	0	0	0	0	0	0
ENSG00000239774	563	1	3	1	5	1	5	0	0	0
RNU6-486P	107	0	0	0	0	0	0	0	0	0
ENSG00000241946	161	0	0	0	0	0	0	0	0	0
TTC14	7900	75	113	63	21	215	29	72	15	49
CCDC39	11806	11	12	6	1	8	1	12	1	1
CCDC39-AS1	283	1	2	0	1	1	0	2	0	1
ENSG00000285336	3101	0	0	0	1	0	0	0	2	0
RN7SL229P	299	0	0	0	0	0	0	0	0	0
ENSG00000242068	1165	0	0	0	0	0	0	0	0	0
ENSG00000241473	1069	0	0	0	0	0	0	0	0	0
FLYWCH1P1	1874	0	0	0	0	0	0	0	0	0
FXR1	11874	655	614	446	515	716	583	528	482	391
RPL32P10	399	0	0	0	0	0	0	0	0	0
DNAJC19	4895	1080	1113	455	1085	293	1183	608	938	427
SOX2-OT	31763	5	4	6	6	6	4	4	6	3
ENSG00000242140	231	2	0	0	0	0	0	0	0	0
RNU6-4P	107	0	0	0	8	0	4	0	0	0
FAUP2	401	0	0	1	0	0	0	0	0	0
ENSG00000241231	7253	0	0	0	0	0	0	0	0	0
RPL7AP25	805	0	0	0	0	0	0	0	0	0
ENSG00000239381	1651	0	0	0	0	0	1	0	0	1
ENSG00000276074	232	0	0	0	0	0	0	0	0	0
ENSG00000276690	276	0	0	0	0	0	0	0	0	0
ENSG00000289435	489	0	5	2	2	2	3	2	5	1
SOX2	2512	28	22	17	32	24	24	25	11	19
ENSG00000278026	109	0	0	0	0	0	0	0	0	0
RN7SL703P	302	0	0	0	0	0	0	0	0	0
RNA5SP150	119	0	0	0	0	0	0	0	1	0
ENSG00000239805	360	0	0	0	0	0	0	0	0	0
ENSG00000213155	490	0	0	0	0	0	0	0	0	0
LINC01206	21769	0	1	2	0	0	0	0	0	1
RN7SKP265	223	0	0	0	0	0	0	0	0	0
ENSG00000286453	1608	0	0	0	0	0	0	0	0	0
ENSG00000240478	477	0	0	0	0	0	0	0	0	0
ENSG00000287605	1197	0	0	0	0	0	0	0	0	0
ENSG00000242012	328	0	0	0	0	1	0	0	0	0
LINC01994	1808	0	0	0	0	0	0	0	0	0
EIF4EP3	656	0	0	0	0	0	0	0	0	0
LINC01995	904	0	0	0	0	0	0	0	0	0
ENSG00000287941	721	0	0	0	0	0	0	0	0	0
RPL7L1P8	741	0	0	0	2	1	1	0	3	0
LINC02031	592	0	0	0	0	0	0	0	0	0
ENSG00000243378	358	0	0	0	0	0	0	0	0	0
ENSG00000260377	1180	0	3	1	0	0	0	0	0	1
ENSG00000240063	1877	3	4	0	3	0	1	2	0	0
ATP11B	9187	36	56	28	42	93	50	41	39	24
ENSG00000270554	1099	0	0	0	0	0	0	0	0	0
ENSG00000273261	699	0	0	0	0	3	0	1	0	0
DCUN1D1	8307	90	77	73	221	133	211	114	175	66
ENSG00000244346	543	1	0	3	0	4	0	0	0	0
MCCC1	4311	140	147	90	53	165	63	108	68	100
MCCC1-AS1	765	1	0	0	0	4	0	1	0	0
LAMP3	3785	5	2	6	7	10	11	6	6	6
MCF2L2	20884	14	10	2	3	17	7	6	6	14
B3GNT5	8125	38	42	22	25	59	36	26	18	21
RNA5SP151	117	0	0	0	0	0	0	0	0	1
LINC00888	2135	174	171	98	236	183	232	124	188	82
SNORA63D	132	1	1	1	0	0	0	1	0	0
ENSG00000253092	198	0	0	0	0	0	0	0	0	0
SNORA63E	131	0	0	0	0	0	0	0	0	0
ENSG00000251730	135	0	0	0	0	1	0	0	0	0
ENSG00000271682	351	0	0	0	0	0	0	0	0	0
KLHL6	10543	0	0	1	0	2	1	0	2	0
KLHL6-AS1	503	0	0	0	0	0	0	0	0	0
ENSG00000243584	2426	0	0	0	0	1	0	0	0	0
KLHL24	8650	109	113	79	65	213	76	113	65	74
YEATS2	10232	205	251	175	117	465	199	213	116	174
YEATS2-AS1	3271	3	2	4	0	2	4	1	0	2
ENSG00000283765	3058	0	0	0	0	0	1	0	0	1
MAP6D1	2362	0	0	0	0	2	0	1	0	0
PARL	2268	172	149	80	270	133	265	97	194	73
RPSAP31	1179	6	1	4	0	7	8	1	1	0
MIR4448	86	0	0	0	0	0	0	0	0	0
CYP2AB1P	1831	0	0	0	0	0	0	0	0	0
ABCC5	11365	128	108	85	65	216	75	90	45	94
ABCC5-AS1	469	1	0	0	0	0	0	0	0	0
EEF1A1P8	1388	0	2	0	0	1	0	0	0	0
HTR3D	2068	0	0	0	0	0	0	0	0	1
HTR3C	1699	2	0	0	5	0	5	0	5	0
HTR3C2P	1057	0	0	0	0	0	0	0	0	0
HTR3E-AS1	515	0	0	0	2	0	0	0	0	0
HTR3E	2523	0	0	0	0	2	0	0	0	0
HSP90AA5P	2192	0	2	1	1	0	0	0	0	0
ENSG00000273181	620	1	0	0	0	0	0	0	0	0
EIF2B5-DT	386	10	5	3	12	7	15	4	6	3
EIF2B5	7203	207	194	152	56	213	59	109	63	112
ENSG00000228205	732	82	130	26	7	23	11	25	7	25
DVL3	6302	113	109	73	34	243	49	83	33	94
AP2M1	6709	990	967	629	385	1578	441	740	359	608
ABCF3	5135	92	143	120	106	265	107	111	80	127
VWA5B2	5908	18	7	5	3	17	1	13	1	12
MIR1224	85	1	0	0	0	0	0	0	0	0
ALG3	3455	739	842	241	161	572	227	273	146	228
EEF1AKMT4	975	193	225	101	44	53	47	86	48	98
EEF1AKMT4-ECE2	3445	0	0	0	0	0	0	0	0	0
CAMK2N2	1452	12	13	6	11	5	8	5	8	4
ECE2	4729	0	0	0	0	1	0	0	0	0
PSMD2	4960	985	1009	588	602	1167	571	794	436	651
EIF4G1	8752	1497	1344	1018	651	3086	632	1328	584	1133
SNORD66	76	0	0	0	0	0	0	0	0	0
FAM131A	8925	52	51	46	16	120	20	48	8	46
CLCN2	8522	10	14	8	1	15	5	10	0	3
POLR2H	3154	1378	1700	370	600	673	973	460	661	407
